English,Japanese
bacillus,桿菌
backbencher,平議員
backcross,戻し交配
backdrop,背景
backer,助っ人
backfire,裏目に出る
backflip,バック転
background,背景
backhanded,バックハンドの
backseat,後部座席
backside,裏側
backslide,後戻り
backstage,楽屋
backstory,裏話
backstreet,裏道
backward,後方
backwoods,へき地
backyard,裏庭
bacteremium,菌血症
bacteria,細菌
bacterial,細菌の
bactericidal,殺菌性の
bacteriological,細菌学の
bacteriologist,細菌学者
bacterium,細菌
bad,悪い　
badass,たちの悪いやつ
baddie,悪役
badly,ひどく
badness,悪さ
baffled,当惑する
baffling,不可解
baggage,荷物
bagged,袋詰め
baggy,だぶだぶの
bah,フン！
Bahamian,バハマ諸島の
bail,保釈
bailiff,廷吏
bailiwick,得意分野
bailout,救済
bairn,子供
bait,餌
baited,餌を付けた
bake,焼く
baked,焼いた
balanced,バランスのとれた
Balaton,バラトン湖
bald,はげた
balderdash,たわごと
baldness,禿
bale,俵
Balearic,バレアレス諸島
baleful,悪意に満ちた
Balkan,バルカン半島
balkanization,バルカン化
balky,期待通りに動作しない
balladeer,バラード歌手
ballgame,野球の試合
ballistic,弾道の
ballistics,弾道学
ballooning,急増する
balloonist,気球
ballot,投票
balloting,投票
ballpark,球場
ballplayer,野球選手
ballyhoo,大げさに騒ぎ立てる
balmy,さわやかな
balustrade,欄干
bamboo,竹
ban,禁止
banal,陳腐な
banality,陳腐さ
bandage,包帯
bandera,垂幕
bandit,強盗
bandolier,弾帯
bandstand,野外ステージ
bandwidth,帯域幅
bane,破滅
bang,バン!
banged,大きな音を立てた
banger,爆竹
banish,払いのける
banishment,追放
banister,手すり
bank,銀行
banker,銀行家
bankroll,資金を供給する
bankrupt,破産
bankruptcy,破産
banquet,宴会
banter,冷やかし
baptism,洗礼
baptismal,洗礼の
baptistery,洗礼堂
baptize,洗礼を施す
baptized,洗礼を受け
bar,禁止する
barbarian,野蛮人
barbaric,野蛮な
barbarism,野蛮
barbarous,野蛮な
barbecued,バーベキューした
barber,床屋
barbershop,理髪店
barbiturate,バルビツール酸塩
bard,吟遊詩人
bare,裸
barefoot,裸足
barely,辛うじて
barf,吐く
bargaining,交渉
barge,はしけ
baring,むき出し
bark,樹皮
barked,擦りむいた
barley,大麦
barmaid,女性のバーテンダー
barn,納屋
barnacle,藤壺
barnyard,農家の庭
baron,男爵
baronial,男爵の
barrack,兵舎
barrage,弾幕
barren,不毛
barrister,弁護士
barroom,酒場
barter,物々交換
basal,基本的な
basalt,玄武岩
baseball,野球
baseboard,幅木
baseless,根拠のない
baseman,内野手
basement,地下室
bash,強打する
bashful,内気な
basic,基礎的な
basically,基本的には
basics,基本原則
basin,洗面台
basis,基礎
bask,浴す
basolateral,基底外側の
bass,男声最低音
basset,バセット犬
bast,靱皮
bastard,クソ野郎
bastille,牢獄
bastion,砦
bate,立腹
bathe,入浴
bather,水浴びをする人
bathhouse,浴場
bathing,入浴
bathos,過剰な感傷
baths,風呂
batik,ろうけつ染め
battalion,大隊
battered,ぼろぼろの
battle,戦い
battlefield,戦場
battleground,戦場
battlements,胸壁
battleship,戦艦
batty,狂人
bauble,安物の宝石
bawdy,下品な
bawl,どなる
be,ある
beachcomber,大波
beachhead,足掛かり
beachside,浜辺の
beady,ビーズのようにキラキラ輝く小さな丸い　
beak,くちばし
beaming,晴れやかな
bean,豆
beanie,ビーニー帽
bearable,我慢できる
beard,髭
bearded,あごひげを生やした
bearish,弱気の
beast,獣
beastie,小動物
beastly,獣のような
beaten,打たれた
beater,泡立て器
beatific,至福の
beatification,幸せにすること
beatify,幸福にする
beatitude,至福
beatnik,ビート族
beaut,素晴らしいもの
beauteous,麗しい　
beautician,美容師
beautiful,美しい　
beautifully,美しく
beautify,美化する
beauty,美しさ
because,なぜなら
beck,手招き
beckon,手招きする
become,になる
becoming,になってくる
bedchamber,寝室
bedding,寝具
bedevil,悩ませる
bedpan,便器
bedraggled,ぬれた
bedridden,寝たきりの
bedrock,岩盤
bedside,ベッドのそば
bedtime,就寝時
bee,蜂
beech,ブナ材
beef,牛肉
beefy,筋骨たくましい　
beehive,蜂の巣
beep,ビープ音
beeswax,蜜ろう
befall,降りかかる
befit,ふさわしい
before,前
beforehand,あらかじめ
befriend,仲良くなる
befuddle,混乱させる
beg,頼む
beget,生じさせる
beggar,乞食
beginner,初心者
beginning,開始
begrudge,ねたむ
beguile,楽しませる
behalf,代わって
behave,ふるまう
behavior,行動
behavioral,行動の
behaviorism,行動主義
behaviour,行動
behead,首を切る
beheaded,斬首
beheading,断頭
Behemoth,巨大企業
behest,命令
behind,後ろ
behold,注視する
beholden,恩義を受けて
beholder,見る人
behoove,当然　
Beijing,北京
being,であること
belabor,長々と論じる
belated,遅ればせながら
belatedly,遅ればせながら
belay,やめる
belch,げっぷ
beleaguered,悩める
belfry,鐘楼
Belgian,ベルギーの
belie,裏切る
belief,信念
believable,信じられる
believe,信じる
believer,信者
belittle,けなす
bellicose,好戦的な
belligerence,交戦
belligerent,好戦的な
bellow,怒鳴る
bellum,戦争
bellwether,先導者
belly,腹
bellybutton,へそ
belong,属す
belongings,持ち物
beloved,最愛の
below,以下
belted,ベルト付き
belvedere,見晴台
bemoan,嘆く
bemoaned,嘆いた
bemused,困惑した
benchmark,基準
beneath,下に
benediction,祝福
benefactor,恩人
beneficent,慈悲深い　
beneficial,有益
beneficiary,受益者
benefit,利益
benevolence,慈悲
benevolent,優しい　
Bengali,ベンガル語
benighted,行き暮れた
benign,良性の
bent,曲がった
benzoate,安息香酸塩
bequeath,遺言で譲る
bequest,遺贈
berate,激しく非難する
bereave,奪う
bereaved,遺族
bereavement,死別
bereft,奪われた
beret,ベレー帽
berg,氷山
Bermudian,バミューダの
berserk,凶暴な
beseech,拝み倒す
beset,取り巻く
beside,すぐ側に
besides,ほかに
besiege,包囲する
besotted,酔った
bespectacled,めがねをかけた
bestest,最高のもの
bestial,野蛮な
bestiality,獣姦
bestow,授ける
betoken,予示する
betray,裏切る
betrayal,裏切り
betrayer,裏切り者
betrothal,婚約
better,良い　
betterment,改善
betting,賭け
bettor,賭けをする人
between,の間に
beverage,飲料
bevy,群れ
bewail,嘆き悲しむ
beware,注意する
bewilder,惑わす
bewilderment,困惑
bewitch,化かす
Beyer,バイエル音楽教本
beyond,超えて
BF,ブルキナ･ファソ
BH,バハレーン王国 
bi,双方向
biannual,年2回の
biblical,聖書の
bibliography,参考文献
bibliophile,愛書家
bicarbonate,重炭酸塩
bicentennial,200年祭
biceps,上腕二頭筋
bicker,口論
bickering,口論
bicycle,自転車
bicycling,自転車
bicyclist,自転車に乗る人
bid,入札
bidder,入札者
bidding,入札
bide,待つ
bidirectional,双方向の
biennial,2年に一度の
bifocals,遠近両用眼鏡
bifurcation,分岐
big,大
bigamy,重婚
bigger,より大きい
biggest,最大
biggie,とても重要
bight,湾曲部
bigot,頑固者
bigoted,頑固一徹の
bigotry,偏見
bigwig,大物
biker,バイクに乗る人
bilateral,二国間
bile,胆汁
biliary,胆管の
bilingualism,バイリンガル能力
bilious,胆汁の
bilk,食い逃げ
bill,法案
billable,支払請求可能な
billet,鋼片
billfold,札入れ
billing,請求
billion,10億
billionaire,億万長者
billionth,10億分の1
billow,大波
bimbo,ふしだらな女
bimodal,二峰性の
bimonthly,隔月の
binary,二進法の
binge,どんちゃん騒ぎ
binoculars,双眼鏡
binomial,二項式
bioavailability,生物学的利用能 
biochem,生化学
biochemical,生化学的な
biochemically,生化学的に
biochemist,生化学者
biochemistry,生化学
biodegradable,生分解性の
biodiversity,生物学的多様性
bioethicist,生命倫理学者
bioethics,生命倫理
biogenesis,生物発生
biographer,伝記作家
biographical,伝記の
biography,伝記
biologic,生物学の
biological,生物学的な
biologically,生物学的に
biologist,生物学者
biology,生物学
biomedical,生物医学の
biophysical,生物物理学の
biopic,伝記映画
biopsy,生検
biosphere,生物圏
biosynthesis,生合成
biosynthetic,生合成の
biosystem,生物系
bioterrorist,生物テロリスト
biotinylated,ビオチン化
biotinylation,ビオチン化
biovar,次亜種
bioweapon,生物兵器
bipartisan,超党派の
bipartisanship,二大政党主義
bipartite,二部
biphasic,二相性の
bird,鳥
birdcage,鳥かご
birth,誕生
birthdate,生年月日
birthday,誕生日
birthmark,母斑
birthplace,発祥の地
birthrate,出生率
birthright,生得権
bisect,二等分する
bisexuality,両性愛
bishop,司教
bistate,二州の
bitch,雌犬
bitchy,意地の悪い
bite,かむ
biting,噛む
bitter,苦い　
bitterly,苦々しく
bitterness,苦味
bittersweet,ほろ苦い　
bitty,ちっぽけな
bituminous,瀝青質の
bivariate,2変量
biweekly,週2回
bizarre,奇妙な
bizarrely,奇妙に
blab,ベラベラしゃべること
black,黒
blackboard,黒板
blacken,黒くする
blackmail,恐喝
blackness,黒さ
blacksmith,鍛冶屋
bladder,膀胱
blah,つまらない
blame,非難
blameless,欠点のない
bland,当たり障りのない
blandly,おざなりに
blanket,毛布
blankie,毛布
blankly,ぼんやり
blare,大声で叫ぶ
blase,気ままな
blaspheme,冒とくする
blasphemous,冒とく的な
blasphemy,冒涜
blast,爆発
blastocyst,胚盤胞
blastoderm,胚盤葉
blat,騒々しい音
blatant,あからさまな
blatantly,露骨に
blather,たわごと
blaze,炎
bleach,漂白剤
bleached,漂白した
bleacher,漂白剤
bleachers,観覧席
bleah,あかんべー
bleak,荒涼とした
bleakly,物悲しく
bleary,かすんだ
bleat,悲しそうな声を出す
bleb,水疱
bleed,出血
bleeding,出血
blemish,傷
blending,混合
bless,祝福する
blessed,神聖な
blessedly,幸いにも
blessing,祝福
blew,吹いた
blight,胴枯れ病
blimp,飛行船
blinded,盲目の
blindfold,目隠し
blindly,やみくもに
blindness,失明
blindside,不意打ちを食らわす
blink,点滅する
blinking,点滅する
bliss,至福
blissful,幸せな
blissfully,穏やかに
blister,水ぶくれ
blithe,軽率な
blithely,平気
bloat,膨張
bloated,肥大化した
blockade,封鎖
blockage,閉塞
blockbuster,大ヒット
bloke,やつ
blondie,金髪の人
blood,血
bloodbath,大量殺人
bloodless,無血の
bloodline,血統
bloodshed,流血
bloodshot,血走った
bloodstream,血流
bloodthirsty,血に飢えた
bloody,血まみれの
bloomed,咲いた
blossom,花
blot,しみ
blotchy,シミだらけの
blow,打撃
blowout,吹き消す
blowpipe,吹管
blowtorch,ジェット機
blubber,脂身
bludgeon,こん棒(でなぐる)
blue,青
bluefish,青色の魚
blueprint,青写真
bluish,青みがかった
blunder,失態
bluntly,ぶっきらぼうに
blurb,推薦文
blurry,ぼやけた
blurt,口走る
blush,赤面
bluster,空威張り
blustery,大声で話す
BM,バミューダ諸島 
boarded,板張りの
boarding,搭乗
boardroom,役員室
boardwalk,遊歩道
boast,自慢
boastful,自慢たらたら
boater,ボートに乗る人
boating,ボート遊び
boatload,最大積載量
boatman,船頭
bobbed,切り
bobble,へま
bode,前兆となる
bodega,ワイン倉庫
bodily,身体の
body,体
bog,湿原
bogart,脅し取る
boggle,尻込み
boggy,沼地の
bogus,偽の
bohemian,自由奔放な
boil,沸騰
boisterous,騒々しい　
boldface,ボールド体
boldly,大胆に
boldness,大胆さ
bole,木の幹
bolster,強化する
bomb,爆弾
bombard,砲撃する
bombardier,爆撃手
bombardment,衝撃
bombast,大言壮語
bombastic,大げさな
bomber,爆撃機
bombing,爆撃
bombshell,爆弾
bona,善意 
bonanza,大当たり
bond,債券
bondholder,社債権者
bondsman,保証人
bone,骨
bonehead,間抜けな
boneless,骨なし
bonfire,たき火
bonhomie,人の良さ
bony,骨の
boob,おっぱい
booger,鼻くそ
bookcase,本棚
booking,予約
bookish,本好きの
bookkeeper,簿記係
bookkeeping,簿記
booklet,小冊子
books,図書
bookseller,本屋
bookshelf,本棚
bookshop,書店
bookstore,書店
bookworm,本の虫
boomer,ベビーブーム世代
booming,成長著しい　
boon,恩恵
boondoggle,無駄な仕事
boor,小百姓
boorish,がさつな
boorishness,野暮
bootleg,海賊版
bootlegger,酒類密輸者
booty,戦利品
booze,酒
boozy,大酒飲みの
bore,うんざりさせる
bored,うんざりした
boredom,退屈
boring,退屈な
bork,壊す
born,生まれつきの
Borneo,ボルネオ島
borough,区
borrow,借る
borrower,借り手
borrowing,借り入れ
bosom,胸
Bosphorus,ボスフォラス海峡
bossy,親分風をふかせる
Bostonian,ボストン市民
botanic,植物の
botanical,植物の
botanist,植物学者
botany,植物学
botch,やり損なう
both,両方
bother,面倒
bothersome,厄介な
bottled,瓶詰め
bottler,瓶詰め業者
bottomless,底なしの
botulinum,ボツリヌス菌
botulism,ボツリヌス中毒症
bough,枝
boulder,玉石
boulevard,大通り
bouncy,弾む
boundary,境界
bounded,有界の
boundless,無限の
bountiful,豊富な
bounty,報奨金
bouquet,花束
bourne,小川
bourse,証券取引所
bout,試合
Bovespa,ボベスパ指数
bow,弓
bowel,腸
bowels,腸
bower,亭
Bowery,バワリー街
bowman,弓の射手
boxcar,有蓋車
boxed,箱入りの
boxwood,ツゲ材
boy,男の子
boyhood,少年時代
bozo,あほ
brackish,汽水性の
brag,自慢
braggadocio,自慢
braggart,天狗
bragged,自慢
bragging,大言壮語
braid,組ひも
braille,点字
brain,脳
brainchild,発案物
brainless,愚かな
brainstem,脳幹
brainwash,洗脳
brainy,賢い　
braise,蒸し煮
bran,ぬか
brandish,振り回す
brash,性急な
brass,真鍮
brassy,真鍮の
brat,がき
bravado,虚勢
brave,勇敢な
bravely,勇敢に
bravery,勇気
bravura,華麗な演奏
